x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5848050117492676,0.7059781551361084,-6.005332124914275e-07,0.5800319314002991,0.6608713865280151,-0.04969293624162674,0.5843905806541443,0.5498813986778259,-0.06434109807014465,0.5864648222923279,0.4607100486755371,-0.07555480301380157,0.5878437161445618,0.4012608230113983,-0.07833091914653778,0.60052889585495,0.4429342746734619,-0.013386324048042297,0.5872800350189209,0.4077235460281372,-0.0781324952840805,0.5950208306312561,0.49535760283470154,-0.1164296418428421,0.6100741028785706,0.5682917237281799,-0.12834976613521576,0.5835578441619873,0.43930548429489136,-0.003657827153801918,0.5743749141693115,0.4097154140472412,-0.078566774725914,0.5848703384399414,0.5064358115196228,-0.10247356444597244,0.6068938374519348,0.5806048512458801,-0.0966210663318634,0.5725208520889282,0.44982030987739563,-0.005487023387104273,0.5608513355255127,0.4244428873062134,-0.0747893825173378,0.5737591981887817,0.515909731388092,-0.07087785005569458,0.593873918056488,0.5840676426887512,-0.04572205990552902,0.5622943639755249,0.4712364375591278,-0.01181924156844616,0.5576139092445374,0.44140174984931946,-0.06544695794582367,0.5662964582443237,0.5076344013214111,-0.06519299000501633,0.5891048312187195,0.5571495890617371,-0.04642472416162491,A
0.5236291289329529,0.6814664006233215,1.339733159966272e-07,0.6060026288032532,0.6237118244171143,-0.023377366364002228,0.6675705909729004,0.5213993191719055,-0.023174379020929337,0.6797052621841431,0.44003623723983765,-0.023742176592350006,0.6785792708396912,0.3793255686759949,-0.023054588586091995,0.5787400603294373,0.4555509090423584,0.0020444656256586313,0.5790900588035583,0.39335277676582336,-0.020300162956118584,0.5967933535575867,0.431040495634079,-0.0331074595451355,0.6125639081001282,0.4790366291999817,-0.03582235425710678,0.5113487243652344,0.465199738740921,0.0038259043358266354,0.5226680040359497,0.40405720472335815,-0.027449127286672592,0.5472077131271362,0.4532524347305298,-0.04389043152332306,0.5586304068565369,0.5097877383232117,-0.04591313749551773,0.45168665051460266,0.4818708300590515,0.0007210229523479939,0.4606657028198242,0.414399117231369,-0.03690207749605179,0.4959922134876251,0.46339482069015503,-0.0388818122446537,0.5123884081840515,0.5191348195075989,-0.028308723121881485,0.3933534622192383,0.5064300298690796,-0.003394907573238015,0.40057605504989624,0.4264403283596039,-0.03756484016776085,0.4330085217952728,0.4509074091911316,-0.0366942323744297,0.4543186128139496,0.4872814416885376,-0.02557944878935814,A
0.5638816356658936,0.7925432920455933,-3.7388386431302933e-07,0.6758912205696106,0.7173042893409729,-0.06723092496395111,0.7541906833648682,0.5894215106964111,-0.08069704473018646,0.7494667768478394,0.444469153881073,-0.08393720537424088,0.7440844774246216,0.3442646861076355,-0.07148325443267822,0.6621527671813965,0.4672262966632843,-0.012760289944708347,0.6544892191886902,0.3814466595649719,-0.06963872909545898,0.6572476625442505,0.481434166431427,-0.09191300719976425,0.6643861532211304,0.5371202826499939,-0.0942637026309967,0.574133038520813,0.47960108518600464,0.006236084271222353,0.5577500462532043,0.39822086691856384,-0.057912975549697876,0.5811849236488342,0.51763916015625,-0.07088106870651245,0.5957782864570618,0.5620456337928772,-0.06187998503446579,0.49760669469833374,0.5065780878067017,0.012580526992678642,0.4764285087585449,0.43519696593284607,-0.04875681921839714,0.5096840858459473,0.5442346930503845,-0.024321220815181732,0.5235908031463623,0.587246298789978,0.01063199806958437,0.4161872863769531,0.5443899035453796,0.01331177819520235,0.4057531952857971,0.4818512201309204,-0.018076127395033836,0.43946027755737305,0.5527485609054565,0.00533606531098485,0.4564535617828369,0.5846847295761108,0.03551400080323219,A
0.5149651765823364,0.7394556403160095,-4.388742240735155e-07,0.6407778859138489,0.7156434059143066,-0.04467787221074104,0.7108525037765503,0.5614982843399048,-0.03934695944190025,0.7107053995132446,0.42122000455856323,-0.027658596634864807,0.7259966135025024,0.3420061469078064,-0.0049918340519070625,0.634867250919342,0.4939345419406891,-0.0023999365512281656,0.6282300353050232,0.397726446390152,-0.04642103239893913,0.6271890997886658,0.47287267446517944,-0.058360952883958817,0.6360760927200317,0.5129355788230896,-0.057510580867528915,0.5485089421272278,0.5035388469696045,0.010495340451598167,0.5419557690620422,0.4199574589729309,-0.041151124984025955,0.5599721074104309,0.5118975639343262,-0.04479510709643364,0.5741662383079529,0.5417690873146057,-0.03218226134777069,0.4733006954193115,0.5211836695671082,0.011883159168064594,0.46236076951026917,0.4481944739818573,-0.0482274666428566,0.4923933446407318,0.5446580052375793,-0.026411520317196846,0.5087354183197021,0.5775803923606873,0.0053365048952400684,0.397521436214447,0.5414704084396362,0.010437981225550175,0.39200055599212646,0.4895787239074707,-0.029553456231951714,0.4171707332134247,0.5570999383926392,-0.01769706979393959,0.4350890517234802,0.5756393671035767,0.002539927838370204,A
0.6315078139305115,0.6931087970733643,-1.9356308200713102e-07,0.72642982006073,0.6312574148178101,-0.026108939200639725,0.7579275965690613,0.4787349998950958,-0.017826678231358528,0.7517476081848145,0.3601999878883362,-0.009671329520642757,0.7443084716796875,0.28635990619659424,0.0032278834842145443,0.6541587114334106,0.4140632152557373,0.01365873496979475,0.6366720795631409,0.34603458642959595,-0.01352030411362648,0.6621913313865662,0.40793710947036743,-0.026169229298830032,0.6821803450584412,0.45735448598861694,-0.029488997533917427,0.5880957841873169,0.4442603588104248,0.016863707453012466,0.5714446306228638,0.3745441436767578,-0.021973101422190666,0.6134889721870422,0.45194071531295776,-0.03367505967617035,0.6356558203697205,0.5017532706260681,-0.03048834204673767,0.5298622846603394,0.48270803689956665,0.012658091261982918,0.5105777978897095,0.4167386591434479,-0.03699788823723793,0.5622681975364685,0.4967518150806427,-0.0258802343159914,0.586632490158081,0.5484926700592041,-0.004286413546651602,0.4715067744255066,0.5274184346199036,0.007132296916097403,0.4661300480365753,0.4692608118057251,-0.032602082937955856,0.5081406831741333,0.52583247423172,-0.02442021109163761,0.5324332118034363,0.5623201131820679,-0.007686973083764315,A
0.5887455940246582,0.709406852722168,-3.1724044902148307e-07,0.6987191438674927,0.7010230422019958,-0.07093396782875061,0.8133726716041565,0.6089884042739868,-0.0931553915143013,0.8603017330169678,0.4943234622478485,-0.10782001912593842,0.8824512958526611,0.40097776055336,-0.11272576451301575,0.7870509028434753,0.4733904302120209,-0.026376353576779366,0.8072014451026917,0.41675856709480286,-0.09330470114946365,0.7744075059890747,0.4832187592983246,-0.12137225270271301,0.7475115060806274,0.5441623330116272,-0.12474658340215683,0.7016918063163757,0.44573351740837097,-0.011770601384341717,0.7273750901222229,0.3889524042606354,-0.07750526070594788,0.6920444369316101,0.4919658303260803,-0.08369344472885132,0.6772820353507996,0.5407220721244812,-0.06819356977939606,0.6155984401702881,0.4380466938018799,-0.01198323629796505,0.6373472809791565,0.38325315713882446,-0.07867015153169632,0.6183236837387085,0.4813910126686096,-0.05011632293462753,0.6061003804206848,0.5276358723640442,-0.010972525924444199,0.5212885737419128,0.44625523686408997,-0.018275240436196327,0.5500938892364502,0.3970831036567688,-0.05926045775413513,0.5483511686325073,0.47193995118141174,-0.0341188944876194,0.5442984104156494,0.5066021680831909,-0.001113803475163877,A
0.595385730266571,0.7066571712493896,-2.580177351774182e-07,0.6982033848762512,0.6946835517883301,-0.06102805584669113,0.8131396770477295,0.5906000733375549,-0.07586585730314255,0.8579683899879456,0.4794001281261444,-0.0847635269165039,0.8683122396469116,0.39423468708992004,-0.08490064740180969,0.7619154453277588,0.46197178959846497,-0.02242708019912243,0.7861740589141846,0.40800416469573975,-0.07683699578046799,0.7681921124458313,0.48834341764450073,-0.09731794893741608,0.7539933919906616,0.5360493659973145,-0.09982961416244507,0.6831204891204834,0.44082164764404297,-0.011659582145512104,0.714211642742157,0.3871736526489258,-0.06363660097122192,0.6989815831184387,0.4899767339229584,-0.06559715420007706,0.6871588230133057,0.529574990272522,-0.05245767906308174,0.6013396382331848,0.4381098747253418,-0.014031438156962395,0.6272454261779785,0.37855371832847595,-0.07483486086130142,0.6228340864181519,0.48304980993270874,-0.04874130338430405,0.6093285083770752,0.5296646356582642,-0.014610794372856617,0.5106819868087769,0.4479636251926422,-0.021391481161117554,0.5433052778244019,0.39916056394577026,-0.06490711867809296,0.5518584251403809,0.4757073223590851,-0.04494212195277214,0.5462917685508728,0.513951301574707,-0.01721162535250187,A
0.5981156826019287,0.7385022640228271,-2.165288037758728e-07,0.7137631177902222,0.7192705869674683,-0.07654749602079391,0.8256814479827881,0.6275937557220459,-0.10208354145288467,0.8644813299179077,0.5083762407302856,-0.11948087811470032,0.8740476369857788,0.4144003391265869,-0.12472321093082428,0.7981767654418945,0.47746390104293823,-0.02026970498263836,0.8105044364929199,0.42296671867370605,-0.09092230349779129,0.7779803276062012,0.4934366047382355,-0.12455495446920395,0.7543808817863464,0.5539674162864685,-0.13166944682598114,0.7116858959197998,0.44752100110054016,-0.0022862921468913555,0.7322234511375427,0.3991152048110962,-0.07230682671070099,0.7001824975013733,0.5104067921638489,-0.08329084515571594,0.6900123357772827,0.5537742972373962,-0.0709744393825531,0.6249774098396301,0.4441075921058655,0.00034816827974282205,0.6421748399734497,0.3960176110267639,-0.06586010009050369,0.626856803894043,0.4962565302848816,-0.03412606939673424,0.6165412068367004,0.5391031503677368,0.006383670959621668,0.5297818183898926,0.45753854513168335,-0.004287370480597019,0.5546542406082153,0.4159168601036072,-0.0407218299806118,0.5572832822799683,0.48991498351097107,-0.011581232771277428,0.5572558641433716,0.5194607377052307,0.023962995037436485,A
0.5897089242935181,0.7099677324295044,-3.355891351475293e-07,0.6973192691802979,0.6859039068222046,-0.05136594921350479,0.7965904474258423,0.5686330795288086,-0.059713199734687805,0.8270130753517151,0.4529520869255066,-0.06202182546257973,0.8616293668746948,0.37770193815231323,-0.054649718105793,0.7357048988342285,0.4585365056991577,-0.009346806444227695,0.748733639717102,0.4004000723361969,-0.06228276714682579,0.7357065677642822,0.48069754242897034,-0.08468528091907501,0.7273811101913452,0.5321464538574219,-0.08805635571479797,0.6536776423454285,0.44525742530822754,0.00018414600344840437,0.6741763353347778,0.38415607810020447,-0.05380452051758766,0.6638627052307129,0.4892961084842682,-0.06053851917386055,0.6578404307365417,0.534756064414978,-0.049070604145526886,0.5732448101043701,0.4500553607940674,-0.002062848536297679,0.5864165425300598,0.38798007369041443,-0.06093614920973778,0.5876533389091492,0.49213722348213196,-0.03557620570063591,0.5841374397277832,0.5381773114204407,-0.0008497431990690529,0.4897068738937378,0.466982901096344,-0.008120710030198097,0.5085206031799316,0.41044437885284424,-0.04498189315199852,0.5179430842399597,0.4897400140762329,-0.02087361365556717,0.518761396408081,0.5271013379096985,0.009861627593636513,A
0.5934571623802185,0.7088019251823425,-2.408117723007308e-07,0.6992467045783997,0.677000880241394,-0.043344270437955856,0.7954719066619873,0.5585488677024841,-0.0503787025809288,0.8347992300987244,0.45257604122161865,-0.05441569909453392,0.877924919128418,0.3850076198577881,-0.05119137838482857,0.7414917349815369,0.4554661512374878,-0.005467509385198355,0.7586222887039185,0.4014417231082916,-0.054863132536411285,0.742019772529602,0.4691150486469269,-0.07629672437906265,0.7306135296821594,0.5149446725845337,-0.08069557696580887,0.6596323251724243,0.4400622546672821,-0.0005215383134782314,0.6804998517036438,0.38588032126426697,-0.048661135137081146,0.668721079826355,0.48138344287872314,-0.0517193078994751,0.6655305624008179,0.5248503684997559,-0.04015834257006645,0.5787645578384399,0.4435533583164215,-0.007201608270406723,0.5917882919311523,0.387195348739624,-0.06323514878749847,0.5928723216056824,0.48756521940231323,-0.039635319262742996,0.5931969881057739,0.5343934893608093,-0.008029427379369736,0.49529552459716797,0.46090415120124817,-0.017111873254179955,0.5125551819801331,0.41096535325050354,-0.05518491193652153,0.5221368670463562,0.48654425144195557,-0.035151153802871704,0.5274771451950073,0.5244985818862915,-0.008547552861273289,A
